Website,Headline,URL,Media Type,Media Link,Alt Text,Caption Text
FOX,Romney calls on Rep. Akin to drop Senate bid over 'rape' comments,http://www.foxnews.com/politics/2012/08/21/rep-akin-appeals-for-forgiveness-in-new-ad-as-pressure-over-rape-comment-builds/,VIDEO,https://a57.foxnews.com/video.foxnews.com/thumbnails/082112/640/360/931/524/082112_centanni_akin_640.jpg?ve=1&tl=1,,"Steve Centanni reports from Washington, D.C."
NYT,"With Abortion in the Spotlight, a Challenge for Romney",http://thecaucus.blogs.nytimes.com/2012/08/21/with-abortion-in-the-spotlight-a-challenge-for-romney/,NONE,NONE,NONE,NONE
FOX,Obama administration defends 2nd mass surveillance project,http://www.foxnews.com/politics/2013/06/07/intelligence-officials-reportedly-mining-data-from-us-internet-companies/,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/060613/640/360/931/524/060613_fxr_heddridge_640.jpg?ve=1&tl=1,,Fox News confirms agency tapped into online records
NYT,White House Plays Down Data Program,http://www.nytimes.com/2013/06/09/us/politics/officials-say-congress-was-fully-briefed-on-surveillance.html,IMAGE,https://static01.nyt.com/images/2013/06/09/world/PRISM-WEICH/PRISM-WEICH-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"From left, Assistant Attorney General Ronald Weich and Senators Ron Wyden, Mark Udall and Richard J. Durbin. Mr. Wyden and Mr. Udall have criticized techniques that Mr. Weich defends."
FOX,Ocasio-Cortez defends Tlaib after impeachment remarks: ‘I got your back’,https://www.foxnews.com/politics/ocasio-cortez-defends-tlaib-after-impeachment-remarks-i-got-your-back.print,IMAGE,//global.fncstatic.com/static/v/all/img/icon-print.gif,Print,"      Rep. Alexandria Ocasio-Cortez took a stand for fellow House freshman  Rashida Tlaib on Saturday after the latter’s expletive-laced comments in favor of impeaching the president.
      "
NYT,Rashida Tlaib's Expletive-Laden Cry to Impeach Trump Upends Democrats' Talking Points,https://www.nytimes.com/2019/01/04/us/politics/tlaib-impeach-trump.html,IMAGE,https://static01.nyt.com/images/2019/01/05/us/politics/05dc-impeach/05dc-impeach-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Representative Rashida Tlaib, Democrat of Michigan, made no apologies for the remarks she made hours after being sworn in on Thursday."
FOX,"Trump takes on Obama, Clinton over ‘radical Islam’ as candidates condemn terror",http://www.foxnews.com/politics/2016/06/13/trump-takes-on-obama-clinton-over-radical-islam-as-candidates-condemn-terror.html,VIDEO,https://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2016/06/11/931/524/694940094001_4936161797001_879f3c36-c87f-4017-8c24-ac2f92b0f5e3.jpg?ve=1&tl=1,,Which candidate has the clearest plan for our economy?
NYT,"After Nightclub Massacre, Obama Expresses Outrage and a Familiar Lament",https://www.nytimes.com/2016/06/13/us/politics/president-obama-expresses-outrage-over-massacre-at-nightclub.html,VIDEO,https://static01.nyt.com/images/2016/06/13/us/13obama-hp/13obama-hp-videoSixteenByNine3000.jpg,,The president described the mass shooting at a Florida nightclub on Sunday as an “act of terror.”
FOX,Arkansas governor seeks changes in religious freedom bill,http://www.foxnews.com/politics/2015/04/01/arkansas-governor-sends-religious-freedom-bill-back-to-legislature-seeks.html,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/2015/04/01/640/360/931/524/040115_strategyroom_freedom_640.jpg?ve=1&tl=1,,Brad Blakeman and Joe Lestingi on the growing debate over state legislation
NYT,Arkansas Governor’s Son Thrust Into Spotlight Over Religious Exception Bill,https://mobile.nytimes.com/2015/04/02/us/arkansas-governors-son-thurst-into-spotlight-over-religious-freedom-bill.html,IMAGE,https://static01.nyt.com/images/2015/04/02/us/02SETHWEB/02SETHWEB-jumbo.jpg?quality=75&auto=webp&disable=upscale,,"Seth Hutchinson, a son of Gov. Asa Hutchinson of Arkansas, is a union organizer."
FOX,IRS extends tax benefits to married gay couples,http://www.foxnews.com/politics/2013/08/29/irs-issues-tax-rules-for-married-gay-couples/,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/083013/640/360/931/524/083013_edge_IRSgaymarriage_640.jpg?ve=1&tl=1,,Full benefits will now be available to all couples
NYT,Gay Marriages Get Recognition From the I.R.S.,http://www.nytimes.com/2013/08/30/us/politics/irs-to-recognize-all-gay-marriages-regardless-of-state.html,IMAGE,https://static01.nyt.com/images/2013/08/30/us/JP-MARRIAGE-1/JP-MARRIAGE-1-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"In June, supporters of same-sex marriage in West Hollywood, Calif., celebrated the Supreme Court’s ruling striking down the Defense of Marriage Act."
FOX,AARP Pushes Back on Claim About Social Security Concessions as Lawmakers Push Reform,http://www.foxnews.com/politics/2011/06/17/stage-set-for-social-security-talks-lawmakers-push-reform-aarp-reportedly-open,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/hutchison_030110.jpg?ve=1&tl=1?ve=1&tl=1,"Sen. Kay Bailey Hutchison visits Wharton, Texas, March 1, 2010.","          Sen. Kay Bailey Hutchison visits Wharton, Texas, March 1, 2010.
          (AP)"
NYT,AARP Open to Social Security Cuts,http://www.nytimes.com/2011/06/18/us/18aarp.html,NONE,NONE,NONE,NONE
FOX,"Federal prosecutors plan to file charges against Rep. Grimm, attorney says",http://www.foxnews.com/politics/2014/04/25/federal-prosecutors-plan-to-file-charges-against-rep-grimm-attorney-says.html,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/grimminternal15121.jpg?ve=1&tl=1?ve=1&tl=1,"Jan 2, 2013: Representative Michael Grimm (R-NY) talks to the media. (Reuters)","          Jan 2, 2013: Representative Michael Grimm (R-NY) talks to the media. (Reuters)
          "
NYT,"Indictment Expected for Grimm, Staten Island Congressman",https://www.nytimes.com/2014/04/26/nyregion/indictment-expected-for-representative-michael-grimm.html,IMAGE,https://static01.nyt.com/images/2014/04/26/nyregion/26grimm/26grimm-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Representative Michael G. Grimm
FOX,"Republicans challenge Clinton claims on budget cuts, Benghazi cable",http://www.foxnews.com/politics/2013/01/24/republicans-challenge-clinton-claims-on-budget-cuts-benghazi-cable/,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/012313/640/360/931/524/012313_sr_panel_640.jpg?ve=1&tl=1,,All-Star panel weighs in
NYT,"Facing Congress, Clinton Defends Her Actions Before and After Libya Attack",http://www.nytimes.com/2013/01/24/us/testifying-on-benghazi-clinton-cites-new-security-steps.html,IMAGE,https://static01.nyt.com/images/2013/01/24/us/Clinton/Clinton-articleLarge-v2.jpg?quality=75&auto=webp&disable=upscale,,Secretary of State Hillary Rodham Clinton faced tough questions over the attack on an American mission.
FOX,Reid Breaks With Obama Over Proposed Ground Zero Mosque,http://www.foxnews.com/politics/2010/08/16/white-house-says-politics-factor-decision-enter-mosque-debate/,IMAGE,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/931/524/Proposed-Mosque-Site.jpg?ve=1&tl=1,Debate Rages Over Ground Zero Mosque,"President Obama has expressed his support for the construction of a Muslim community center and mosque near the World Trade Center site in downtown Manhattan, as many protest the plan, saying it is wrong to build a mosque so close to the site of the Sept. 11 attacks. "
NYT,G.O.P. Seizes on Mosque Issue Ahead of Elections,https://www.nytimes.com/2010/08/17/us/politics/17mosque.html,IMAGE,https://static01.nyt.com/images/2010/08/17/us/MOSQUE/MOSQUE-jumbo.jpg?quality=75&auto=webp&disable=upscale,,Senator Harry Reid of Nevada.
FOX,"President Trump takes office vowing to restore prosperity, ‘fight’ for country",https://www.foxnews.com/politics/president-trump-takes-office-vowing-to-restore-prosperity-fight-for-country,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/bergerpic2.jpg?ve=1&tl=1,,President Trump delivers his inaugural address
NYT,"Donald Trump Is Sworn In as President, Capping His Swift Ascent",https://www.nytimes.com/2017/01/20/us/politics/trump-inauguration-day.html,VIDEO,https://static01.nyt.com/images/2017/01/21/us/21MEDIA-01p/21inauguration-trump-highlights-videoSixteenByNineJumbo1600-v2.jpg,,"“From this day forward, it's going to be only America first, America first,” President Trump declared in a forceful 16-minute Inaugural Address."
FOX,"Chick-fil-A Appreciation Day brings out supporters, protesters",http://www.foxnews.com/politics/2012/08/01/chick-fil-appreciation-day-brings-out-supporters-more-protestors,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/john-roberts.png?ve=1&tl=1,,Former Arkansas Governor Mike Huckabee on turnout
NYT,Chick-fil-A Draws Huge Crowds for Appreciation Day,http://thelede.blogs.nytimes.com/2012/08/01/chick-fil-a-draws-huge-crowds-for-appreciation-day/,IMAGE,https://static01.nyt.com/images/blogs_v5/thelede/thelede_post.png,,
FOX,"Obama endorses Clinton for president, on heels of Sanders meeting",http://www.foxnews.com/politics/2016/06/09/obama-endorses-clinton-for-president-on-heels-sanders-meeting.html,VIDEO,https://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2016/06/09/931/524/694940094001_4933202370001_c6817bf8-f5bc-4cde-bfb1-be39ddb1235d.jpg?ve=1&tl=1,,Calls her the most qualified candidate to run for the presidency
NYT,Bernie Sanders Meets President Obama and Pledges to Work to Defeat Donald Trump,https://mobile.nytimes.com/2016/06/10/us/politics/bernie-sanders-obama-washington.html,VIDEO,https://static01.nyt.com/images/2016/06/10/us/10fdsanders-sub/10fdsanders-sub-videoSixteenByNineJumbo1600-v2.jpg,,The Democratic presidential candidate Bernie Sanders announced that he will talk with Hillary Clinton soon about making sure Donald J. Trump does not become president.
FOX,"While Blumenthal Retains Washington Support, Republicans Smell Opening in CT",http://www.foxnews.com/politics/2010/05/18/while-blumenthal-retains-washington-support-republicans-smell-opening-in-ct.html,IMAGE,//static.foxnews.com/foxnews.com/content/uploads/2019/08/elections-og-candidate-tracker-3.png,,
NYT,Richard Blumenthal's Words on Vietnam Service Differ From History,http://www.nytimes.com/2010/05/18/nyregion/18blumenthal.html,IMAGE,https://static01.nyt.com/images/2010/05/18/nyregion/18blumenthal_CA0/18blumenthal_CA0-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Attorney General Richard Blumenthal of Connecticut is running for a seat in the Senate.
FOX,"House approves sweeping Dem election reform bill, amid First Amendment concerns",https://www.foxnews.com/politics/house-approves-sweeping-dem-election-reform-bill-amid-first-amendment-concerns,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2019/09/340/340/fe850e50-download.jpg?ve=1&tl=1,,
NYT,House Passes Democrats’ Centerpiece Anti-Corruption and Voting Rights Bill,https://www.nytimes.com/2019/03/08/us/politics/house-democrats-anticorruption-voting-rights.html,IMAGE,https://static01.nyt.com/images/2019/03/08/us/politics/08dc-house/merlin_151784448_07692fab-639b-4164-acdc-295e1863b3a1-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Speaker Nancy Pelosi and House members spoke on the steps of the Capitol on Friday about the For the People Act.
FOX,"As Mueller findings released, 2020 Dems demand to see 'whole damn report'",https://www.foxnews.com/politics/as-mueller-findings-released-2020-dems-demand-whole-report,VIDEO,https://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2019/03/25/931/524/694940094001_6017716216001_6017715099001-vs.jpg?ve=1&tl=1,,Trump opponents are trying to keep the focus on the Russia investigation as the White House seeks to move on; Peter Doocy reports from Washington.
NYT,2020 Candidates Demand Full and Immediate Release of Mueller Report,https://www.nytimes.com/2019/03/22/us/politics/mueller-report-2020-candidates.html,IMAGE,https://static01.nyt.com/images/2019/03/22/watching/22Candidates/22Candidates-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Senator Cory Booker was among the Democratic presidential candidates urging the swift public release for the Mueller report. 
FOX,"Senate Republicans Vow to Block Dem Legislation Until Tax Cuts, Budget Pass",https://www.foxnews.com/politics/senate-republicans-vow-to-block-dem-legislation-until-tax-cuts-budget-pass,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/mconnell_mitch_111610.jpg?ve=1&tl=1?ve=1&tl=1,"In this Nov. 16 photo, Republican Senate Leader Mitch McConnell, left, accompanied by Sen. Lamar Alexander, R-Tenn., center, and Sen. John Cornyn, R-Texas, speaks at a news conference on Capitol Hill. (AP Photo)","          In this Nov. 16 photo, Republican Senate Leader Mitch McConnell, left, accompanied by Sen. Lamar Alexander, R-Tenn., center, and Sen. John Cornyn, R-Texas, speaks at a news conference on Capitol Hill. (AP Photo)
          "
NYT,Senate Republicans: No Legislation Until After Tax Cut Extension,https://thecaucus.blogs.nytimes.com/2010/12/01/senate-republicans-no-legislation-until-after-tax-cut-extension/,NONE,NONE,NONE,NONE
FOX,"FBI fires Peter Strzok, months after anti-Trump texts revealed",http://www.foxnews.com/politics/2018/08/13/fbi-fires-peter-strzok-months-after-anti-trump-texts-revealed.html,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/bergerpic2.jpg?ve=1&tl=1,,"Strzok's attorney says the FBI's decision is a 'departure from typical bureau practice'; reaction from Rep. Darrell Issa, Republican member of the House Judiciary Committee."
NYT,"F.B.I. Agent Peter Strzok, Who Criticized Trump in Texts, Is Fired",https://www.nytimes.com/2018/08/13/us/politics/peter-strzok-fired-fbi.html,IMAGE,https://static01.nyt.com/images/2018/08/14/us/politics/14dc-strzok-print/26dc-fbi-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Peter Strzok, a top F.B.I. counterintelligence agent who was taken off the special counsel investigation after his disparaging texts about President Trump were uncovered, was fired."
FOX,Benghazi emails underscore State Department’s concern over failure to act on warnings,http://www.foxnews.com/politics/2013/05/13/benghazi-emails-underscore-state-departments-concern-over-failure-to-act-on/,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/051313/640/360/931/524/051313_fff_benghaziclintonlwt_640.jpg?ve=1&tl=1,,"Republicans, Democrats go head-to-head"
NYT,E-Mails Show Jostling Over Benghazi ‘Talking Points’,http://www.nytimes.com/2013/05/16/us/politics/e-mails-show-jostling-over-benghazi-talking-points.html,IMAGE,https://static01.nyt.com/images/2013/05/16/us/16benghazi1/16benghazi1-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"The diplomatic post in Benghazi, Libya, after the attack last year that killed four Americans."
FOX,Shooting spurs calls for new lawmaker security measures,http://www.foxnews.com/politics/2017/06/15/shooting-spurs-calls-for-new-lawmaker-security-measures.html,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/10/340/340/img_2751-54438.jpg?ve=1&tl=1,,Virginia congressman says town halls may need tighter security
NYT,"Shooting Brings Rare Comity to the Capital, but Will It Last?",https://mobile.nytimes.com/2017/06/15/us/politics/shooting-brings-rare-comity-to-the-capitol-but-will-it-last.html,VIDEO,https://static01.nyt.com/images/2017/06/16/us/16dc-baseball2/16dc-baseball2-videoSixteenByNine3000-v2.jpg,,"The day after a shooting at a baseball practice left four injured, including Steve Scalise, the majority whip of the House of Representatives, the bipartisan congressional baseball game played on."
FOX,Adam Schiff urged to step down as chairman by House Intelligence Committee Republicans,https://www.foxnews.com/politics/adam-schiff-urged-to-step-down-by-gop-members-on-house-intelligence-committee,VIDEO,https://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2019/03/28/931/524/694940094001_6019177201001_6019186018001-vs.jpg?ve=1&tl=1,,The nine Republicans on the House Intelligence Committee present a letter calling for the resignation of Democrat Chair Adam Schiff over his repeated claims of Trump-Russia collusion after the release of the Mueller report.
NYT,Demands for Adam Schiff's Head Highlight Chasm That Only Widened With Mueller's Conclusion,https://www.nytimes.com/2019/03/28/us/politics/adam-schiff-resign.html,VIDEO,https://static01.nyt.com/images/2019/03/28/us/politics/28dc-intel1/28dc-intel1-videoSixteenByNine3000.jpg,,"Republicans in the House Intelligence Committee called for the chairman, Representative Adam Schiff, to step down."
FOX,Supreme Court Questions Claims in Sex Bias Suit Against Wal-Mart,http://www.foxnews.com/politics/2011/03/29/supreme-court-questions-claims-sex-bias-suit-wal-mart/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/scotus_walmart_032911.jpg?ve=1&tl=1?ve=1&tl=1,People line up outside the Supreme Court in Washington March 29 to attend a hearing on women employees against Wal-Mart.,"          People line up outside the Supreme Court in Washington March 29 to attend a hearing on women employees against Wal-Mart.
          (AP)"
NYT,Justices Take Up Crucial Issue in Wal-Mart Suit,https://www.nytimes.com/2011/03/30/business/30walmart.html,IMAGE,https://static01.nyt.com/images/2011/03/30/us/30walmart_cnd/30walmart_cnd-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Demonstrators gathered in front of the Supreme Court in Washington to show their support for female workers suing Wal-Mart Stores for alleged workplace discrimination in March.
FOX,Who is Dave Brat?,http://www.foxnews.com/politics/2014/06/10/who-is-dave-brat-political-novice-who-beat-house-majority-leader-eric-cantor/,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/061014/640/360/931/524/061014_hannity_interview_640.jpg?ve=1&tl=1,,Brat reacts to 'political earthquake'
NYT,"Eric Cantor Defeated by David Brat, Tea Party Challenger, in G.O.P. Primary Upset",https://www.nytimes.com/2014/06/11/us/politics/eric-cantor-loses-gop-primary.html,IMAGE,https://static01.nyt.com/images/2014/06/11/us/11CANTOR-hp2/11CANTOR-hp2-articleLarge-v3.jpg?quality=75&auto=webp&disable=upscale,,"Eric Cantor, a Republican, gave a concession speech in Richmond, Va."
FOX,"Bloomberg says Trump a 'dangerous demagogue,' endorses Clinton at DNC",http://www.foxnews.com/politics/2016/07/27/bloomberg-says-trump-dangerous-demagogue-endorses-clinton-at-dnc.html,VIDEO,https://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2016/07/27/931/524/694940094001_5056093017001_de60368e-7f0d-4125-8a1f-e73c62d39d37.jpg?ve=1&tl=1,,Former New York City mayor addresses the Democratic National Convention
NYT,"For Trump and Bloomberg, Cordial Ties Have Soured",https://www.nytimes.com/2016/07/29/nyregion/for-trump-and-bloomberg-cordial-ties-have-soured.html,IMAGE,https://static01.nyt.com/images/2016/07/29/nyregion/29BLOOMBERG2/29BLOOMBERG2-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Former Mayor Michael R. Bloomberg of New York and Donald J. Trump at the Trump National Golf Club, in the city’s northern suburbs, in 2007."
FOX,GOP Smackdown: Rep. Labrador Enters The Race For House Majority Leadership,https://www.foxnews.com/politics/gop-smackdown-rep-labrador-enters-the-race-for-house-majority-leadership,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/6e8f63e7-labardor-cropped.jpg?ve=1&tl=1?ve=1&tl=1,"WASHINGTON, DC - FEBRUARY 10:  Rep. Raul Labrador (R-ID), speaks at the Conservative Political Action conference (CPAC), on February 10, 2011 in Washington, DC. The CPAC annual gathering is a project of the American Conservative Union.  (Photo by Mark Wilson/Getty Images) *** Local Caption *** Raul Labrador","
          WASHINGTON, DC - FEBRUARY 10:  Rep. Raul Labrador (R-ID), speaks at the Conservative Political Action conference (CPAC), on February 10, 2011 in Washington, DC. The CPAC annual gathering is a project of the American Conservative Union.  (Photo by Mark Wilson/Getty Images) *** Local Caption *** Raul Labrador
          "
NYT,"Idaho Republican, Appealing to Right, Enters Race to Replace Cantor",http://mobile.nytimes.com/2014/06/14/us/idaho-republican-appealing-to-right-enters-race-to-replace-cantor.html,IMAGE,https://static01.nyt.com/images/2014/06/14/us/REPUBS1/REPUBS1-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Representative Raúl R. Labrador, a Republican of Idaho, has jumped into the race for House majority leader."
FOX,"Trump Sends Investigators to Hawaii, Gains in GOP Presidential Primary Poll",http://www.foxnews.com/politics/2011/04/07/trump-sends-investigators-hawaii-gains-gop-presidential-primary-poll/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/trump_donald_melania.jpg?ve=1&tl=1?ve=1&tl=1,"If Donald Trump became president, Melania Trump would become the first foreign-born first lady since Louisa Adams, wife of John Quincy Adams, the sixth U.S. president who served from 1825-1829.","          If Donald Trump became president, Melania Trump would become the first foreign-born first lady since Louisa Adams, wife of John Quincy Adams, the sixth U.S. president who served from 1825-1829.
          (AP)"
NYT,Trump Plans Meeting on Arizona Birth Bill ,http://thecaucus.blogs.nytimes.com/2011/04/07/trump-plans-meeting-on-arizona-birth-bill/,NONE,NONE,NONE,NONE
FOX,Jackson pleads guilty over illegal campaign spending spree,http://www.foxnews.com/politics/2013/02/20/jackson-pleads-guilty-to-misuse-campaign-funds/,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/jackson_court_022013.jpg?ve=1&tl=1?ve=1&tl=1,"Feb. 20, 2013: Former Illinois Rep. Jesse Jackson Jr. arrives at the E. Barrett Prettyman Federal Courthouse in Washington.","          Feb. 20, 2013: Former Illinois Rep. Jesse Jackson Jr. arrives at the E. Barrett Prettyman Federal Courthouse in Washington.
          (AP)"
NYT,Jesse Jackson Jr. Pleads Guilty in Campaign Money Case,http://www.nytimes.com/2013/02/21/us/politics/jesse-l-jackson-jr-pleads-guilty-to-wire-and-mail-fraud.html,IMAGE,https://static01.nyt.com/images/2013/02/21/us/21jackson_3/21jackson_3-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,Jesse L. Jackson Jr. entering court in Washington on Wednesday morning.
FOX,Defense Secretary James Mattis to leave as of January 1; Trump taps Patrick Shanahan as acting secretary of defense,https://www.foxnews.com/politics/defense-secretary-james-mattis-to-leave-as-of-january-1-trump-taps-patrick-shanahan-as-acting-secretary-of-defense,VIDEO,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/greggre.jpg?ve=1&tl=1,,Former Trump campaign manager Corey Lewandowski and former deputy assistant secretary of state in the Obama administration Joel Rubin debate.
NYT,"Jim Mattis, Defense Secretary, Resigns in Rebuke of Trump’s Worldview",https://www.nytimes.com/2018/12/20/us/politics/jim-mattis-defense-secretary-trump.html,IMAGE,https://static01.nyt.com/images/2018/12/21/us/politics/21dc-mattis-promo/21dc-mattis-promo-articleLarge-v3.jpg?quality=75&auto=webp&disable=upscale,,"Jim Mattis, the secretary of defense, found himself at odds with President Trump on several issues, including NATO policy and a military parade."
FOX,Perry TV Ad: I Can Defend Faith from Obama’s “War on Religion,http://www.foxnews.com/politics/2011/12/07/perry-tv-ad-can-defend-faith-from-obamas-war-on-religion/,IMAGE,//static.foxnews.com/foxnews.com/content/uploads/2019/08/elections-og-candidate-tracker-3.png,,
NYT,Perry Ad Focuses on Gays and Christianity,http://thecaucus.blogs.nytimes.com/2011/12/07/perry-ad-focuses-on-gays-and-christianity/,VIDEO,https://www.youtube.com/watch?v=0PAJNntoRgA,,
FOX,Prominent Republicans call for Ariz. Gov. Jan Brewer to veto bill allowing denial of service to gays,https://www.foxnews.com/us/prominent-republicans-call-for-ariz-gov-jan-brewer-to-veto-bill-allowing-denial-of-service-to-gays,IMAGE,https://a57.foxnews.com/a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/640/320/1862/1048/e10b2d37e6a9da074c0f6a70670018ba.jpg?ve=1&tl=1?ve=1&tl=1,"Jan. 13, 2014: Arizona Gov. Jan Brewer speaks during her State of the State address at the Arizona Capitol in Phoenix.","
          Jan. 13, 2014: Arizona Gov. Jan Brewer speaks during her State of the State address at the Arizona Capitol in Phoenix.
          "
NYT,Governor of Arizona Is Pressed to Veto Bill,https://www.nytimes.com/2014/02/25/us/governor-of-arizona-is-pressed-to-veto-bill.html,NONE,NONE,NONE,NONE
FOX,"Washington gov, Seattle mayor ban official travel to Indiana in wake of 'religious freedom' law",http://www.foxnews.com/politics/2015/03/31/seattle-mayor-bans-official-travel-to-indiana-amid-opposition-to-state-new.html,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/2015/03/30/640/360/931/524/033015_an_indiana_640.jpg?ve=1&tl=1,,Gov. Mike Pence defends the law saying it's designed to protect people from being forced to do something that goes against their beliefs
NYT,Indiana Governor Says Legislators May Clarify Religious Beliefs Law,https://www.nytimes.com/2015/03/30/us/politics/legislators-in-indiana-may-clarify-beliefs-law.html,NONE,NONE,NONE,NONE
FOX,"In first foreign policy speech, candidate Rubio pushes stronger U.S. leadership",http://www.foxnews.com/politics/2015/05/13/in-first-foreign-policy-speech-candidate-marco-rubio-pushes-stronger-us.html,IMAGE,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/09/340/340/lizphotocrop.jpeg?ve=1&tl=1,Elizabeth Llorente,"          WAUKEE, IA - APRIL 25:  Senator Marco Rubio (R-FL) speaks to guests gathered at the Point of Grace Church for the Iowa Faith and Freedom Coalition 2015 Spring Kickoff on April 25, 2015 in Waukee, Iowa. The Iowa Faith &amp; Freedom Coalition, a conservative Christian organization, hosted 9 potential contenders for the 2016 Republican presidential nominations at the event.  (Photo by Scott Olson/Getty Images)
          (2015 Getty Images)"
NYT,Marco Rubio to Outline His Approach to Foreign Policy,https://www.nytimes.com/politics/first-draft/2015/05/13/marco-rubio-to-outline-his-approach-to-foreign-policy/,IMAGE,https://static01.nyt.com/images/2015/05/13/us/politics/13firstdraft-rubio/13firstdraft-rubio-tmagArticle.jpg,"Senator Marco Rubio at the Freedom Summit in Greenville, S.C., this month.","Senator Marco Rubio at the Freedom Summit in Greenville, S.C., this month."
FOX,Susan Rice calls Netanyahu's Capitol Hill speech 'destructive' to US-Israel relations,http://www.foxnews.com/politics/2015/02/25/white-house-adviser-rice-says-netanyahu-capitol-hill-address-destructive-to-us.html,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/2015/02/06/640/360/931/524/020615_tf_rice.jpg?ve=1&tl=1,,Obama administration downplays global terrorism
NYT,Obama Aide Calls Netanyahu’s Planned Visit ‘Destructive’ to U.S.-Israel Ties,https://www.nytimes.com/2015/02/26/us/politics/susan-rice-calls-netanyahus-planned-visit-destructive-to-us-israel-ties.html,VIDEO,https://static01.nyt.com/images/2015/02/25/multimedia/susan-rice-destructive/susan-rice-destructive-videoSixteenByNine1050.jpg,,"Susan E. Rice, President Obama’s national security adviser, said that Prime Minister Benjamin Netanyahu’s planned speech to Congress posed a problem for the Israeli-American relationship."
FOX,"Obama urges new restrictions on assault weapons, magazines as part of gun control plan",http://www.foxnews.com/politics/2013/01/16/obama-urges-new-restrictions-on-assault-weapons-magazines-as-part-gun-control/,VIDEO,https://a57.foxnews.com/a57.foxnews.com/media2.foxnews.com/thumbnails/i/011613/640/360/931/524/obama_guns_011613.jpg?ve=1&tl=1,,Announces plans to use 23 executive actions
NYT,Obama Poised to Back Comprehensive Plan to Curb Gun Violence,http://www.nytimes.com/2013/01/15/us/politics/biden-meets-with-house-democrats-on-gun-violence-proposals.html,IMAGE,https://static01.nyt.com/images/2013/01/15/us/GUNS/GUNS-articleLarge.jpg?quality=75&auto=webp&disable=upscale,,"Vice President Joseph R. Biden Jr., who is leading a task force to address gun violence, at a White House meeting last week with members of victims’ groups and gun safety organizations."
